codepoint,imagepath,rawcode,desc
U+092A U+094D U+092E,image/092A-094D-092E.jpg,प्म,PA + HALANT + MA
U+092A U+094D U+092F,image/092A-094D-092F.jpg,प्य,PA + HALANT + YA
U+092A U+094D U+0930,image/092A-094D-0930.jpg,प्र,PA + HALANT + RA
U+092A U+094D U+0931,image/092A-094D-0931.jpg,प्ऱ,PA + HALANT + RRA
U+092A U+094D U+0932,image/092A-094D-0932.jpg,प्ल,PA + HALANT + LA
U+092A U+094D U+0933,image/092A-094D-0933.jpg,प्ळ,PA + HALANT + LLA
U+092A U+094D U+0934,image/092A-094D-0934.jpg,प्ऴ,PA + HALANT + LLLA
U+092A U+094D U+0935,image/092A-094D-0935.jpg,प्व,PA + HALANT + VA
U+092A U+094D U+0936,image/092A-094D-0936.jpg,प्श,PA + HALANT + SHA
U+092A U+094D U+0937,image/092A-094D-0937.jpg,प्ष,PA + HALANT + SSA
U+092A U+094D U+0938,image/092A-094D-0938.jpg,प्स,PA + HALANT + SA
U+092A U+094D U+0939,image/092A-094D-0939.jpg,प्ह,PA + HALANT + HA
U+092B U+094D U+0915,image/092B-094D-0915.jpg,फ्क,PHA + HALANT + KA
U+092B U+094D U+0916,image/092B-094D-0916.jpg,फ्ख,PHA + HALANT + KHA
U+092B U+094D U+0917,image/092B-094D-0917.jpg,फ्ग,PHA + HALANT + GA
U+092B U+094D U+0918,image/092B-094D-0918.jpg,फ्घ,PHA + HALANT + GHA
U+092B U+094D U+0919,image/092B-094D-0919.jpg,फ्ङ,PHA + HALANT + NGA
U+092B U+094D U+091A,image/092B-094D-091A.jpg,फ्च,PHA + HALANT + CA
U+092B U+094D U+091B,image/092B-094D-091B.jpg,फ्छ,PHA + HALANT + CHA
U+092B U+094D U+091C,image/092B-094D-091C.jpg,फ्ज,PHA + HALANT + JA
U+092B U+094D U+091D,image/092B-094D-091D.jpg,फ्झ,PHA + HALANT + JHA
U+092B U+094D U+091E,image/092B-094D-091E.jpg,फ्ञ,PHA + HALANT + NYA
U+092B U+094D U+091F,image/092B-094D-091F.jpg,फ्ट,PHA + HALANT + TTA
U+092B U+094D U+0920,image/092B-094D-0920.jpg,फ्ठ,PHA + HALANT + TTHA
U+092B U+094D U+0921,image/092B-094D-0921.jpg,फ्ड,PHA + HALANT + DDA
U+092B U+094D U+0922,image/092B-094D-0922.jpg,फ्ढ,PHA + HALANT + DDHA
U+092B U+094D U+0923,image/092B-094D-0923.jpg,फ्ण,PHA + HALANT + NNA
U+092B U+094D U+0924,image/092B-094D-0924.jpg,फ्त,PHA + HALANT + TA
U+092B U+094D U+0925,image/092B-094D-0925.jpg,फ्थ,PHA + HALANT + THA
U+092B U+094D U+0926,image/092B-094D-0926.jpg,फ्द,PHA + HALANT + DA
U+092B U+094D U+0927,image/092B-094D-0927.jpg,फ्ध,PHA + HALANT + DHA
U+092B U+094D U+0928,image/092B-094D-0928.jpg,फ्न,PHA + HALANT + NA
U+092B U+094D U+0929,image/092B-094D-0929.jpg,फ्ऩ,PHA + HALANT + NNNA
U+092B U+094D U+092A,image/092B-094D-092A.jpg,फ्प,PHA + HALANT + PA
U+092B U+094D U+092B,image/092B-094D-092B.jpg,फ्फ,PHA + HALANT + PHA
U+092B U+094D U+092C,image/092B-094D-092C.jpg,फ्ब,PHA + HALANT + BA
U+092B U+094D U+092D,image/092B-094D-092D.jpg,फ्भ,PHA + HALANT + BHA
U+092B U+094D U+092E,image/092B-094D-092E.jpg,फ्म,PHA + HALANT + MA
U+092B U+094D U+092F,image/092B-094D-092F.jpg,फ्य,PHA + HALANT + YA
U+092B U+094D U+0930,image/092B-094D-0930.jpg,फ्र,PHA + HALANT + RA
U+092B U+094D U+0931,image/092B-094D-0931.jpg,फ्ऱ,PHA + HALANT + RRA
U+092B U+094D U+0932,image/092B-094D-0932.jpg,फ्ल,PHA + HALANT + LA
U+092B U+094D U+0933,image/092B-094D-0933.jpg,फ्ळ,PHA + HALANT + LLA
U+092B U+094D U+0934,image/092B-094D-0934.jpg,फ्ऴ,PHA + HALANT + LLLA
U+092B U+094D U+0935,image/092B-094D-0935.jpg,फ्व,PHA + HALANT + VA
U+092B U+094D U+0936,image/092B-094D-0936.jpg,फ्श,PHA + HALANT + SHA
U+092B U+094D U+0937,image/092B-094D-0937.jpg,फ्ष,PHA + HALANT + SSA
U+092B U+094D U+0938,image/092B-094D-0938.jpg,फ्स,PHA + HALANT + SA
U+092B U+094D U+0939,image/092B-094D-0939.jpg,फ्ह,PHA + HALANT + HA
U+092C U+094D U+0915,image/092C-094D-0915.jpg,ब्क,BA + HALANT + KA
U+092C U+094D U+0916,image/092C-094D-0916.jpg,ब्ख,BA + HALANT + KHA
U+092C U+094D U+0917,image/092C-094D-0917.jpg,ब्ग,BA + HALANT + GA
U+092C U+094D U+0918,image/092C-094D-0918.jpg,ब्घ,BA + HALANT + GHA
U+092C U+094D U+0919,image/092C-094D-0919.jpg,ब्ङ,BA + HALANT + NGA
U+092C U+094D U+091A,image/092C-094D-091A.jpg,ब्च,BA + HALANT + CA
U+092C U+094D U+091B,image/092C-094D-091B.jpg,ब्छ,BA + HALANT + CHA
U+092C U+094D U+091C,image/092C-094D-091C.jpg,ब्ज,BA + HALANT + JA
U+092C U+094D U+091D,image/092C-094D-091D.jpg,ब्झ,BA + HALANT + JHA
U+092C U+094D U+091E,image/092C-094D-091E.jpg,ब्ञ,BA + HALANT + NYA
U+092C U+094D U+091F,image/092C-094D-091F.jpg,ब्ट,BA + HALANT + TTA
U+092C U+094D U+0920,image/092C-094D-0920.jpg,ब्ठ,BA + HALANT + TTHA
U+092C U+094D U+0921,image/092C-094D-0921.jpg,ब्ड,BA + HALANT + DDA
U+092C U+094D U+0922,image/092C-094D-0922.jpg,ब्ढ,BA + HALANT + DDHA
U+092C U+094D U+0923,image/092C-094D-0923.jpg,ब्ण,BA + HALANT + NNA
U+092C U+094D U+0924,image/092C-094D-0924.jpg,ब्त,BA + HALANT + TA
U+092C U+094D U+0925,image/092C-094D-0925.jpg,ब्थ,BA + HALANT + THA
U+092C U+094D U+0926,image/092C-094D-0926.jpg,ब्द,BA + HALANT + DA
U+092C U+094D U+0927,image/092C-094D-0927.jpg,ब्ध,BA + HALANT + DHA
U+092C U+094D U+0928,image/092C-094D-0928.jpg,ब्न,BA + HALANT + NA
U+092C U+094D U+0929,image/092C-094D-0929.jpg,ब्ऩ,BA + HALANT + NNNA
U+092C U+094D U+092A,image/092C-094D-092A.jpg,ब्प,BA + HALANT + PA
U+092C U+094D U+092B,image/092C-094D-092B.jpg,ब्फ,BA + HALANT + PHA
U+092C U+094D U+092C,image/092C-094D-092C.jpg,ब्ब,BA + HALANT + BA
U+092C U+094D U+092D,image/092C-094D-092D.jpg,ब्भ,BA + HALANT + BHA
U+092C U+094D U+092E,image/092C-094D-092E.jpg,ब्म,BA + HALANT + MA
U+092C U+094D U+092F,image/092C-094D-092F.jpg,ब्य,BA + HALANT + YA
U+092C U+094D U+0930,image/092C-094D-0930.jpg,ब्र,BA + HALANT + RA
U+092C U+094D U+0931,image/092C-094D-0931.jpg,ब्ऱ,BA + HALANT + RRA
U+092C U+094D U+0932,image/092C-094D-0932.jpg,ब्ल,BA + HALANT + LA
U+092C U+094D U+0933,image/092C-094D-0933.jpg,ब्ळ,BA + HALANT + LLA
U+092C U+094D U+0934,image/092C-094D-0934.jpg,ब्ऴ,BA + HALANT + LLLA
U+092C U+094D U+0935,image/092C-094D-0935.jpg,ब्व,BA + HALANT + VA
U+092C U+094D U+0936,image/092C-094D-0936.jpg,ब्श,BA + HALANT + SHA
U+092C U+094D U+0937,image/092C-094D-0937.jpg,ब्ष,BA + HALANT + SSA
U+092C U+094D U+0938,image/092C-094D-0938.jpg,ब्स,BA + HALANT + SA
U+092C U+094D U+0939,image/092C-094D-0939.jpg,ब्ह,BA + HALANT + HA
U+092D U+094D U+0915,image/092D-094D-0915.jpg,भ्क,BHA + HALANT + KA
U+092D U+094D U+0916,image/092D-094D-0916.jpg,भ्ख,BHA + HALANT + KHA
U+092D U+094D U+0917,image/092D-094D-0917.jpg,भ्ग,BHA + HALANT + GA
U+092D U+094D U+0918,image/092D-094D-0918.jpg,भ्घ,BHA + HALANT + GHA
U+092D U+094D U+0919,image/092D-094D-0919.jpg,भ्ङ,BHA + HALANT + NGA
U+092D U+094D U+091A,image/092D-094D-091A.jpg,भ्च,BHA + HALANT + CA
U+092D U+094D U+091B,image/092D-094D-091B.jpg,भ्छ,BHA + HALANT + CHA
U+092D U+094D U+091C,image/092D-094D-091C.jpg,भ्ज,BHA + HALANT + JA
U+092D U+094D U+091D,image/092D-094D-091D.jpg,भ्झ,BHA + HALANT + JHA
U+092D U+094D U+091E,image/092D-094D-091E.jpg,भ्ञ,BHA + HALANT + NYA
U+092D U+094D U+091F,image/092D-094D-091F.jpg,भ्ट,BHA + HALANT + TTA
U+092D U+094D U+0920,image/092D-094D-0920.jpg,भ्ठ,BHA + HALANT + TTHA
U+092D U+094D U+0921,image/092D-094D-0921.jpg,भ्ड,BHA + HALANT + DDA
U+092D U+094D U+0922,image/092D-094D-0922.jpg,भ्ढ,BHA + HALANT + DDHA
U+092D U+094D U+0923,image/092D-094D-0923.jpg,भ्ण,BHA + HALANT + NNA
U+092D U+094D U+0924,image/092D-094D-0924.jpg,भ्त,BHA + HALANT + TA
U+092D U+094D U+0925,image/092D-094D-0925.jpg,भ्थ,BHA + HALANT + THA
U+092D U+094D U+0926,image/092D-094D-0926.jpg,भ्द,BHA + HALANT + DA
U+092D U+094D U+0927,image/092D-094D-0927.jpg,भ्ध,BHA + HALANT + DHA
U+092D U+094D U+0928,image/092D-094D-0928.jpg,भ्न,BHA + HALANT + NA
U+092D U+094D U+0929,image/092D-094D-0929.jpg,भ्ऩ,BHA + HALANT + NNNA
U+092D U+094D U+092A,image/092D-094D-092A.jpg,भ्प,BHA + HALANT + PA
U+092D U+094D U+092B,image/092D-094D-092B.jpg,भ्फ,BHA + HALANT + PHA
U+092D U+094D U+092C,image/092D-094D-092C.jpg,भ्ब,BHA + HALANT + BA
U+092D U+094D U+092D,image/092D-094D-092D.jpg,भ्भ,BHA + HALANT + BHA
U+092D U+094D U+092E,image/092D-094D-092E.jpg,भ्म,BHA + HALANT + MA
U+092D U+094D U+092F,image/092D-094D-092F.jpg,भ्य,BHA + HALANT + YA
U+092D U+094D U+0930,image/092D-094D-0930.jpg,भ्र,BHA + HALANT + RA
U+092D U+094D U+0931,image/092D-094D-0931.jpg,भ्ऱ,BHA + HALANT + RRA
U+092D U+094D U+0932,image/092D-094D-0932.jpg,भ्ल,BHA + HALANT + LA
U+092D U+094D U+0933,image/092D-094D-0933.jpg,भ्ळ,BHA + HALANT + LLA
U+092D U+094D U+0934,image/092D-094D-0934.jpg,भ्ऴ,BHA + HALANT + LLLA
U+092D U+094D U+0935,image/092D-094D-0935.jpg,भ्व,BHA + HALANT + VA
U+092D U+094D U+0936,image/092D-094D-0936.jpg,भ्श,BHA + HALANT + SHA
